,database ID|Category|Item Name|Quality|Quantity|GBP|USD|AUD|Description|Notes|Colour|Physical|Supplier|URL|Image|GBP notes|USD notes|AUD notes
,k1Jdun3UMCjzSGpeT3mv||Promo|Mid range|||||Easily spice up any party or show off your team spirit at the big game.|Dimensions: 24" W x 96" L x 29" H open, 24" x 24" x 6" folded. Regulation tournament size. Constructed with a rugged aluminum frame, then topped with vinyl laminate melamine for a clean finish. Vibrant edge-to-edge full color printing. Legs adjust from 18" to 29". Table includes carry handle and ball storage for easy transportation. Weight 22 lbs. stand alone, 25 lbs. packed for shipping Designer Tip: To ensure the highest quality print, please note this product’s customizable design area measures 23.75" x 5.75". For best results please add 0.12" bleed|||||https://i.imgur.com/fJV78fM.jpg|||
,svyCamuxSUx3etwzKaE4||||1|195|209|345||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,czLWplRUGJsfhWnWP3cL||||25|179|199|319||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,9nqBjzyprBR0Q4pOHZo3||||50|164|189|294||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,ymLBhfTtjPTmVfgA7zmc||||100|119|149|229||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,BIsXWz83Fz5NvOzfqNlH||||250|99|109|174||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,z1bgayLt5t2xEF6PFRWf||||500|79|79|139||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,z7i3hGs4jScuMqu59SIx|Cricket Balls|||||||Cricket Balls||||||https://cdn.shopify.com/s/files/1/0284/1529/5533/products/0027_cricketball_720x.jpg?v=1577933187|||
,oDm6rtuU8RdLJfqS4eME||Training Quality|Mid Range|||||||||||https://cdn.shopify.com/s/files/1/0284/1529/5533/products/0027_cricketball_720x.jpg?v=1577933187|||
,5wiGG3rQNSs1ciNQduHc||||1|99|125|44||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,3avyiSBPb5wsaih199eu||||25|18.49|23.65|32.49||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,lruWkXZGCuigXTUdjcLj||||50|15.19|19.39|26.69||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,xn1J6OZfh7VCnAUHF1FP||||100|12.49|15.96|21.95||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,wwLwrv7KrfFcnOgRHo6F||||250|11.29|14.39|19.89||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,BVkSfGuEbrZMfA9AsFZ4||||500|9.95|12.69|17.49||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,rEig7ZjTwDpBv7qroupK||Promo Quality|Low Range|||||Red Ball with Gold print only|Can print on both sides of ball|||Rovia Sports||https://images.handyimprints.com.au/hires/cricket-ball-promo-stress-shape.jpg|||
,1fGnzZe4udhzHEaBzKhh||||1|99|125|34.95||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,NxqUfEvtrwu3qcGYAWpi||||25|13.95|17.79|24.49||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,mdBLLQEXvAyfANiB3A8Z||||50|11.95|15.29|20.95||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,MnV5W3bSSrAmMVUgeSDN||||100|10.49|13.39|18.49||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,kthfM1SlaiTgiVspcs5O||||250|8.95|11.49|15.95||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,q2DAtEoyj52H3VNNclyc||||500|6.95|8.89|12.19||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,yWKTp9M3INaipxp7qjJ3||||1000|0.99|14|1.74||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
